"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","X..of.FGA.by.Distance","X..of.FGA.by.Distance.1","X..of.FGA.by.Distance.2","X..of.FGA.by.Distance.3","X..of.FGA.by.Distance.4","X..of.FGA.by.Distance.5","Var.14","FG..by.Distance","FG..by.Distance.1","FG..by.Distance.2","FG..by.Distance.3","FG..by.Distance.4","FG..by.Distance.5","Var.21","X..of.FG.Ast.d","X..of.FG.Ast.d.1","Var.24","Dunks","Dunks.1","Var.27","Layups","Layups.1","Var.30","Corner","Corner.1","Var.33","Heaves","Heaves.1"
"14","13","Los Angeles Clippers","65","15650",".456","14.8",NA,".612",".210",".181",".118",".102",".388",NA,".513",".685",".458",".430",".353",".366",NA,".494",".814",NA,".053","259",NA,".213","662",NA,".214",".408",NA,"14","0"
"15","14","Los Angeles Lakers","63","15345",".465","14.0",NA,".612",".283",".154",".085",".090",".388",NA,".540",".697",".414",".381",".407",".348",NA,".477",".837",NA,".064","313",NA,".309","994",NA,".214",".384",NA,"5","0"
"16","15","Memphis Grizzlies","65","15675",".459","12.9",NA,".654",".273",".228",".107",".044",".346",NA,".521",".665",".417",".436",".378",".342",NA,".497",".847",NA,".054","292",NA,".279","937",NA,".233",".369",NA,"8","0"
"17","16","Miami Heat","65","15775",".463","14.8",NA,".584",".225",".181",".112",".065",".416",NA,".525",".697",".426",".418",".391",".376",NA,".543",".861",NA,".050","245",NA,".241","773",NA,".301",".422",NA,"18","0"
"18","17","Milwaukee Bucks","64","15410",".461","15.3",NA,".560",".229",".160",".104",".067",".440",NA,".539",".707",".420",".446",".391",".362",NA,".449",".795",NA,".046","229",NA,".246","815",NA,".244",".386",NA,"8","0"
"19","18","Minnesota Timberwolves","65","15700",".453","14.5",NA,".546",".263",".176",".060",".047",".454",NA,".537",".670",".422",".413",".382",".351",NA,".519",".799",NA,".064","329",NA,".277","899",NA,".222",".376",NA,"15","0"
"20","19","New Orleans Pelicans","63","15170",".452","13.8",NA,".627",".267",".182",".093",".085",".373",NA,".524",".671",".419",".442",".380",".329",NA,".536",".880",NA,".056","277",NA,".293","864",NA,".243",".377",NA,"13","1"
"21","20","New York Knicks","63","15220",".434","14.7",NA,".574",".251",".157",".087",".080",".426",NA,".495",".647",".375",".395",".363",".352",NA,".456",".794",NA,".067","315",NA,".235","656",NA,".206",".374",NA,"6","0"
"22","21","Oklahoma City Thunder","63","15220",".422","14.3",NA,".586",".213",".251",".076",".045",".414",NA,".499",".625",".439",".419",".373",".314",NA,".458",".823",NA,".051","245",NA,".320","907",NA,".203",".352",NA,"6","0"
"23","22","Orlando Magic","65","15650",".434","14.3",NA,".589",".229",".226",".069",".066",".411",NA,".507",".659",".431",".424",".328",".329",NA,".494",".867",NA,".062","313",NA,".268","805",NA,".205",".371",NA,"10","0"
"24","23","Philadelphia 76ers","63","15220",".464","14.0",NA,".631",".233",".195",".126",".078",".369",NA,".526",".700",".420",".420",".445",".356",NA,".491",".834",NA,".046","221",NA,".245","747",NA,".233",".376",NA,"9","0"
"25","24","Phoenix Suns","63","15145",".482","14.3",NA,".646",".181",".229",".145",".091",".354",NA,".547",".698",".515",".482",".430",".363",NA,".553",".841",NA,".053","279",NA,".217","708",NA,".260",".394",NA,"10","0"
"26","25","Portland Trail Blazers","63","15145",".446","14.9",NA,".565",".253",".165",".071",".076",".435",NA,".518",".627",".438",".427",".414",".353",NA,".488",".781",NA,".044","208",NA,".266","783",NA,".209",".375",NA,"6","0"
"27","26","Sacramento Kings","66","15915",".458","13.8",NA,".624",".231",".222",".103",".067",".376",NA,".528",".698",".431",".421",".431",".341",NA,".492",".795",NA,".061","303",NA,".262","855",NA,".218",".383",NA,"12","1"
"28","27","San Antonio Spurs","64","15485",".468","13.2",NA,".663",".235",".232",".126",".070",".337",NA,".527",".667",".461",".454",".404",".353",NA,".555",".910",NA,".036","195",NA,".294","986",NA,".229",".374",NA,"6","1"
"29","28","Toronto Raptors","63","15245",".443","14.4",NA,".623",".222",".203",".102",".095",".377",NA,".497",".652",".427",".405",".385",".353",NA,".443",".793",NA,".057","275",NA,".247","742",NA,".226",".407",NA,"13","2"
"30","29","Utah Jazz","62","14905",".473","15.0",NA,".532",".206",".233",".067",".026",".468",NA,".571",".734",".485",".440",".390",".361",NA,".456",".717",NA,".070","337",NA,".251","769",NA,".235",".387",NA,"10","1"
"31","30","Washington Wizards","62","15030",".467","13.7",NA,".642",".229",".236",".103",".075",".358",NA,".540",".727",".449",".425",".411",".336",NA,".525",".841",NA,".064","303",NA,".288","884",NA,".249",".402",NA,"7","0"
"32","","League Average","64","15397",".458","14.3",NA,".601",".241",".192",".095",".072",".399",NA,".529",".681",".436",".427",".402",".350",NA,".508",".820",NA,".057","281",NA,".266","829",NA,".234",".381",NA,"11.2","0.3"
