"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","X..of.FGA.by.Distance","X..of.FGA.by.Distance.1","X..of.FGA.by.Distance.2","X..of.FGA.by.Distance.3","X..of.FGA.by.Distance.4","X..of.FGA.by.Distance.5","Var.14","FG..by.Distance","FG..by.Distance.1","FG..by.Distance.2","FG..by.Distance.3","FG..by.Distance.4","FG..by.Distance.5","Var.21","X..of.FG.Ast.d","X..of.FG.Ast.d.1","Var.24","Dunks","Dunks.1","Var.27","Layups","Layups.1","Var.30","Corner","Corner.1"
"1","Rk","Team","G","MP","FG%","Dist.",NA,"2P","0-3","3-10","10-16","16-3pt","3P",NA,"2P","0-3","3-10","10-16","16-3pt","3P",NA,"2P","3P",NA,"%FGA","Md.",NA,"%FGA","Md.",NA,"%3PA","3P%"
"2","1","Atlanta Hawks","51","12240",".465","14.9",NA,".590",".257",".154",".096",".083",".410",NA,".542",".686",".423",".467",".404",".356",NA,".516",".840",NA,".061","242",NA,".250","647",NA,".235",".365"
"3","2","Boston Celtics","53","12920",".436","15.6",NA,".598",".186",".212",".102",".097",".402",NA,".500",".717",".402",".402",".400",".342",NA,".463",".794",NA,".046","202",NA,".253","617",NA,".208",".362"
"4","3","Brooklyn Nets","51","12290",".442","14.2",NA,".599",".269",".159",".093",".079",".401",NA,".518",".663",".388",".415",".406",".329",NA,".489",".783",NA,".052","210",NA,".275","703",NA,".238",".343"
"5","4","Chicago Bulls","51","12265",".464","13.5",NA,".631",".289",".175",".090",".078",".369",NA,".522",".664",".411",".388",".401",".364",NA,".519",".826",NA,".055","224",NA,".289","707",NA,".223",".427"
"6","5","Charlotte Hornets","52","12580",".465","14.7",NA,".561",".251",".172",".080",".057",".439",NA,".548",".688",".439",".420",".446",".358",NA,".518",".823",NA,".069","279",NA,".256","659",NA,".259",".378"
"7","6","Cleveland Cavaliers","52","12480",".442","13.8",NA,".617",".291",".160",".091",".075",".383",NA,".507",".603",".425",".427",".406",".338",NA,".507",".811",NA,".057","225",NA,".273","646",NA,".245",".354"
"8","7","Dallas Mavericks","52","12555",".454","14.0",NA,".620",".236",".202",".109",".073",".380",NA,".525",".690",".436",".432",".378",".339",NA,".515",".834",NA,".056","211",NA,".253","642",NA,".256",".383"
"9","8","Denver Nuggets","51","12290",".466","14.3",NA,".603",".225",".213",".097",".068",".397",NA,".549",".733",".461",".445",".366",".340",NA,".524",".816",NA,".058","229",NA,".263","688",NA,".243",".370"
"10","9","Detroit Pistons","51","12290",".473","13.9",NA,".616",".252",".212",".084",".068",".384",NA,".538",".668",".467",".416",".429",".368",NA,".538",".822",NA,".061","240",NA,".282","696",NA,".254",".416"
"11","10","Golden State Warriors","53","12770",".429","14.8",NA,".582",".181",".252",".085",".064",".418",NA,".500",".681",".436",".409",".363",".330",NA,".491",".830",NA,".046","193",NA,".272","663",NA,".241",".378"
"12","11","Houston Rockets","51","12265",".475","14.4",NA,".579",".272",".164",".081",".063",".421",NA,".566",".698",".451",".468",".422",".350",NA,".494",".794",NA,".070","283",NA,".261","688",NA,".238",".383"
"13","12","Indiana Pacers","53","12870",".468","13.7",NA,".640",".245",".209",".109",".077",".360",NA,".531",".673",".450",".442",".425",".356",NA,".484",".781",NA,".060","242",NA,".276","702",NA,".215",".388"
