"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","X..of.FGA.by.Distance","X..of.FGA.by.Distance.1","X..of.FGA.by.Distance.2","X..of.FGA.by.Distance.3","X..of.FGA.by.Distance.4","X..of.FGA.by.Distance.5","Var.14","FG..by.Distance","FG..by.Distance.1","FG..by.Distance.2","FG..by.Distance.3","FG..by.Distance.4","FG..by.Distance.5","Var.21","X..of.FG.Ast.d","X..of.FG.Ast.d.1","Var.24","Dunks","Dunks.1","Var.27","Layups","Layups.1","Var.30","Corner","Corner.1","Var.33","Heaves","Heaves.1"
"13","12","Indiana Pacers","70","17000",".461","14.0",NA,".607",".265",".179",".095",".068",".393",NA,".539",".674",".449",".422",".410",".340",NA,".497",".854",NA,".042","240",NA,".305","1113",NA,".249",".368",NA,"22","0"
"14","13","Los Angeles Clippers","71","17115",".454","14.8",NA,".613",".209",".182",".119",".102",".387",NA,".510",".681",".455",".434",".349",".366",NA,".496",".808",NA,".052","277",NA,".212","720",NA,".215",".398",NA,"17","0"
"15","14","Los Angeles Lakers","68","16570",".465","14.0",NA,".610",".283",".155",".084",".087",".390",NA,".538",".695",".413",".386",".402",".350",NA,".473",".833",NA,".063","334",NA,".311","1078",NA,".218",".378",NA,"5","0"
"16","15","Memphis Grizzlies","70","16875",".460","12.8",NA,".655",".273",".231",".108",".044",".345",NA,".522",".673",".416",".430",".370",".342",NA,".501",".848",NA,".056","332",NA,".279","1023",NA,".237",".366",NA,"12","0"
"17","16","Miami Heat","70","16975",".462","14.7",NA,".584",".229",".183",".109",".063",".416",NA,".524",".693",".418",".426",".392",".374",NA,".544",".860",NA,".051","269",NA,".242","822",NA,".303",".415",NA,"20","0"
"18","17","Milwaukee Bucks","69","16610",".463","15.2",NA,".563",".227",".163",".105",".069",".437",NA,".539",".714",".418",".444",".393",".366",NA,".453",".799",NA,".046","251",NA,".247","885",NA,".244",".389",NA,"8","0"
"19","18","Minnesota Timberwolves","70","16900",".454","14.6",NA,".544",".264",".174",".060",".046",".456",NA,".539",".675",".419",".416",".376",".353",NA,".517",".798",NA,".065","358",NA,".277","969",NA,".223",".382",NA,"15","0"
"20","19","New Orleans Pelicans","69","16635",".454","13.8",NA,".627",".268",".182",".094",".083",".373",NA,".528",".668",".425",".458",".384",".330",NA,".539",".874",NA,".056","306",NA,".291","944",NA,".239",".373",NA,"17","2"
"21","20","New York Knicks","68","16420",".436","14.6",NA,".579",".251",".162",".087",".079",".421",NA,".496",".653",".377",".383",".364",".354",NA,".453",".795",NA,".068","347",NA,".238","720",NA,".206",".377",NA,"6","0"
"22","21","Oklahoma City Thunder","68","16420",".424","14.3",NA,".582",".209",".253",".076",".044",".418",NA,".502",".633",".436",".432",".377",".315",NA,".462",".828",NA,".052","270",NA,".318","980",NA,".204",".344",NA,"6","0"
"23","22","Orlando Magic","70","16875",".434","14.4",NA,".586",".227",".224",".070",".065",".414",NA,".506",".660",".430",".418",".326",".331",NA,".497",".868",NA,".062","333",NA,".268","867",NA,".209",".381",NA,"11","0"
"24","23","Philadelphia 76ers","67","16205",".460","14.1",NA,".630",".234",".195",".123",".078",".370",NA,".520",".695",".408",".416",".438",".358",NA,".494",".836",NA,".046","237",NA,".247","787",NA,".230",".384",NA,"9","0"
"25","24","Phoenix Suns","69","16585",".483","14.3",NA,".645",".184",".224",".146",".090",".355",NA,".549",".696",".513",".490",".432",".365",NA,".558",".832",NA,".052","298",NA,".219","787",NA,".261",".390",NA,"12","0"
"26","25","Portland Trail Blazers","67","16105",".444","14.7",NA,".571",".255",".168",".074",".074",".429",NA,".514",".627",".428",".419",".414",".351",NA,".488",".775",NA,".043","220",NA,".270","836",NA,".210",".371",NA,"7","0"
"27","26","Sacramento Kings","70","16875",".459","13.8",NA,".624",".232",".222",".101",".069",".376",NA,".529",".697",".432",".424",".430",".343",NA,".493",".800",NA,".061","320",NA,".262","911",NA,".215",".388",NA,"12","1"
"28","27","San Antonio Spurs","69","16685",".468","13.2",NA,".662",".239",".228",".126",".070",".338",NA,".529",".669",".460",".449",".415",".350",NA,".552",".911",NA,".036","211",NA,".296","1071",NA,".225",".368",NA,"9","1"
"29","28","Toronto Raptors","68","16445",".442","14.3",NA,".626",".224",".207",".101",".095",".374",NA,".496",".650",".424",".411",".381",".352",NA,".438",".793",NA,".056","292",NA,".249","811",NA,".225",".411",NA,"14","2"
"30","29","Utah Jazz","68","16345",".472","15.1",NA,".530",".203",".232",".067",".028",".470",NA,".568",".728",".483",".445",".398",".363",NA,".453",".729",NA,".069","363",NA,".248","828",NA,".238",".393",NA,"10","1"
"31","30","Washington Wizards","67","16230",".469","13.7",NA,".642",".229",".233",".104",".075",".358",NA,".540",".724",".456",".417",".413",".340",NA,".526",".848",NA,".064","330",NA,".287","953",NA,".247",".407",NA,"7","0"
"32","","League Average","69","16585",".458","14.3",NA,".601",".241",".193",".095",".072",".399",NA,".530",".682",".436",".429",".402",".351",NA,".509",".820",NA,".057","305",NA,".266","895",NA,".234",".381",NA,"12.3","0.4"
