"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","X..of.FGA.by.Distance","X..of.FGA.by.Distance.1","X..of.FGA.by.Distance.2","X..of.FGA.by.Distance.3","X..of.FGA.by.Distance.4","X..of.FGA.by.Distance.5","Var.14","FG..by.Distance","FG..by.Distance.1","FG..by.Distance.2","FG..by.Distance.3","FG..by.Distance.4","FG..by.Distance.5","Var.21","X..of.FG.Ast.d","X..of.FG.Ast.d.1","Var.24","Dunks","Dunks.1","Var.27","Layups","Layups.1","Var.30","Corner","Corner.1","Var.33","Heaves","Heaves.1"
"11","10","Golden State Warriors","62","14930",".466","15.6",NA,".536",".210",".195",".067",".064",".464",NA,".559",".703",".516",".403",".381",".359",NA,".607",".803",NA,".061","300",NA,".281","891",NA,".220",".348",NA,"18","1"
"12","11","Houston Rockets","61","14665",".449","14.2",NA,".550",".305",".180",".034",".031",".450",NA,".535",".680",".377",".289",".294",".343",NA,".492",".791",NA,".085","389",NA,".304","857",NA,".178",".344",NA,"15","0"
"13","12","Indiana Pacers","63","15295",".459","14.1",NA,".605",".261",".179",".096",".069",".395",NA,".538",".685",".438",".416",".408",".339",NA,".498",".855",NA,".040","206",NA,".301","996",NA,".254",".372",NA,"18","0"
"14","13","Los Angeles Clippers","64","15410",".455","14.9",NA,".610",".209",".180",".118",".102",".390",NA,".513",".687",".457",".434",".349",".363",NA,".493",".814",NA,".053","253",NA,".213","651",NA,".215",".404",NA,"14","0"
"15","14","Los Angeles Lakers","61","14865",".464","14.0",NA,".613",".284",".153",".084",".092",".387",NA,".539",".694",".413",".383",".410",".346",NA,".477",".837",NA,".064","304",NA,".308","958",NA,".215",".382",NA,"5","0"
"16","15","Memphis Grizzlies","63","15195",".459","12.8",NA,".655",".275",".230",".107",".044",".345",NA,".521",".663",".417",".438",".378",".341",NA,".499",".848",NA,".054","281",NA,".281","914",NA,".235",".364",NA,"8","0"
"17","16","Miami Heat","62","15055",".462","14.7",NA,".584",".228",".183",".109",".064",".416",NA,".526",".693",".420",".428",".397",".374",NA,".546",".859",NA,".050","234",NA,".244","743",NA,".305",".415",NA,"17","0"
"18","17","Milwaukee Bucks","62","14930",".461","15.3",NA,".558",".228",".161",".104",".065",".442",NA,".539",".709",".418",".443",".396",".362",NA,".450",".798",NA,".045","218",NA,".246","792",NA,".243",".390",NA,"8","0"
"19","18","Minnesota Timberwolves","63","15220",".450","14.5",NA,".547",".265",".173",".060",".048",".453",NA,".533",".668",".413",".406",".380",".348",NA,".513",".799",NA,".064","316",NA,".276","863",NA,".218",".369",NA,"15","0"
"20","19","New Orleans Pelicans","61","14690",".448","13.8",NA,".626",".267",".183",".092",".085",".374",NA,".519",".666",".420",".430",".368",".329",NA,".538",".879",NA,".055","266",NA,".295","835",NA,".240",".379",NA,"13","1"
"21","20","New York Knicks","61","14740",".434","14.8",NA,".571",".253",".153",".085",".081",".429",NA,".495",".643",".377",".390",".368",".352",NA,".456",".794",NA,".066","302",NA,".236","637",NA,".208",".377",NA,"6","0"
"22","21","Oklahoma City Thunder","61","14740",".421","14.3",NA,".584",".215",".249",".075",".045",".416",NA,".498",".623",".437",".417",".371",".312",NA,".459",".825",NA,".051","234",NA,".319","878",NA,".204",".353",NA,"6","0"
"23","22","Orlando Magic","62","14905",".435","14.3",NA,".588",".228",".225",".068",".066",".412",NA,".508",".659",".431",".441",".317",".330",NA,".495",".864",NA,".062","299",NA,".266","759",NA,".204",".376",NA,"9","0"
"24","23","Philadelphia 76ers","60","14500",".463","14.0",NA,".636",".235",".195",".127",".079",".364",NA,".525",".696",".418",".424",".442",".357",NA,".494",".835",NA,".047","218",NA,".248","714",NA,".235",".384",NA,"8","0"
"25","24","Phoenix Suns","61","14665",".482","14.2",NA,".648",".182",".229",".145",".092",".352",NA,".548",".697",".517",".481",".436",".361",NA,".549",".840",NA,".053","269",NA,".219","695",NA,".262",".396",NA,"9","0"
"26","25","Portland Trail Blazers","61","14665",".447","14.9",NA,".564",".255",".163",".071",".076",".436",NA,".520",".624",".439",".443",".418",".351",NA,".487",".777",NA,".043","199",NA,".267","764",NA,".208",".378",NA,"5","0"
"27","26","Sacramento Kings","63","15195",".458","13.9",NA,".622",".226",".223",".106",".066",".378",NA,".528",".699",".432",".424",".434",".343",NA,".492",".792",NA,".062","294",NA,".258","798",NA,".218",".384",NA,"12","1"
"28","27","San Antonio Spurs","62","15005",".468","13.2",NA,".664",".233",".233",".128",".070",".336",NA,".526",".664",".463",".456",".401",".354",NA,".555",".914",NA,".037","191",NA,".292","943",NA,".231",".378",NA,"6","1"
"29","28","Toronto Raptors","61","14765",".443","14.4",NA,".622",".222",".200",".104",".096",".378",NA,".498",".655",".427",".402",".386",".354",NA,".447",".790",NA,".057","270",NA,".247","722",NA,".227",".410",NA,"13","2"
"30","29","Utah Jazz","60","14400",".474","15.1",NA,".532",".203",".236",".067",".026",".468",NA,".571",".734",".486",".443",".400",".363",NA,".453",".718",NA,".069","321",NA,".250","742",NA,".236",".383",NA,"10","1"
"31","30","Washington Wizards","61","14790",".466","13.7",NA,".642",".230",".237",".102",".074",".358",NA,".539",".725",".450",".426",".404",".334",NA,".521",".838",NA,".064","298",NA,".290","876",NA,".249",".400",NA,"6","0"
"32","","League Average","62","14918",".457","14.3",NA,".601",".241",".192",".095",".072",".399",NA,".528",".680",".436",".429",".401",".350",NA,".509",".820",NA,".057","272",NA,".266","802",NA,".234",".380",NA,"11.0","0.3"
