"","Rk","Team","G","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS"
"1",1,"Atlanta Hawks",2,240,44,87,0.506,12.5,31.5,0.397,31.5,55.5,0.568,19,23.5,0.809,11,37,48,23,5,4.5,12.5,22,119.5
"2",2,"Brooklyn Nets*",1,240,45,84,0.536,9,28,0.321,36,56,0.643,16,24,0.667,10,33,43,33,9,9,14,20,115
"3",3,"New Orleans Pelicans",2,240,43.5,84.5,0.515,7,21,0.333,36.5,63.5,0.575,15,24,0.625,12.5,41,53.5,22.5,3,5,11.5,24,109
"4",4,"Minnesota Timberwolves*",1,240,36,83,0.434,14,35,0.4,22,48,0.458,23,37,0.622,12,37,49,19,10,2,13,26,109
"5",5,"Cleveland Cavaliers",2,240,39,86.5,0.451,11,31,0.355,28,55.5,0.505,15.5,18.5,0.838,9,29,38,24.5,8.5,3,14.5,20.5,104.5
"6",6,"Charlotte Hornets",1,240,34,90,0.378,13,41,0.317,21,49,0.429,22,29,0.759,11,30,41,22,4,4,14,24,103
"7",7,"San Antonio Spurs",1,240,37,91,0.407,13,34,0.382,24,57,0.421,16,22,0.727,8,26,34,19,4,3,6,20,103
"8",8,"Los Angeles Clippers",2,240,34.5,81.5,0.423,12.5,35.5,0.352,22,46,0.478,21,30.5,0.689,9.5,32.5,42,19.5,6,4,12.5,24.5,102.5
"9",9,"Portland Trail Blazers",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",10,"New York Knicks",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",11,"Oklahoma City Thunder",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",12,"Orlando Magic",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",13,"Philadelphia 76ers*",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",14,"Phoenix Suns*",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",15,"Miami Heat*",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",16,"Sacramento Kings",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",17,"Toronto Raptors*",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",18,"Utah Jazz*",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",19,"Washington Wizards",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",20,"Milwaukee Bucks*",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",21,"Memphis Grizzlies*",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",22,"Los Angeles Lakers",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",23,"Indiana Pacers",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",24,"Houston Rockets",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",25,"Golden State Warriors*",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",26,"Detroit Pistons",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",27,"Denver Nuggets*",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",28,"Dallas Mavericks*",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",29,"Chicago Bulls*",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",30,"Boston Celtics*",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",NA,"League Average",0,240,39.5,85.6,0.462,11.3,31.3,0.359,28.3,54.3,0.521,18.2,25.4,0.715,10.4,33.8,44.2,22.7,6,4.3,12.4,22.7,108.4
