"","Rk","Team","G","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS"
"1",1,"Boston Celtics",72,242.8,37.8,87.9,0.43,11.8,35,0.336,26.1,52.9,0.492,16.2,20.7,0.785,10.5,33.8,44.2,21.5,7.4,4.6,13.9,19.2,103.6
"2",2,"Dallas Mavericks",71,241.1,38.9,85.1,0.457,10.9,32,0.34,28.1,53.2,0.528,15.4,20.3,0.758,9.5,34.5,44.1,23.4,6.9,3.8,13.5,20.1,104.1
"3",3,"Cleveland Cavaliers",71,240.7,39.1,87.3,0.448,11.5,33.2,0.348,27.6,54.1,0.51,14.4,18.8,0.768,10.6,32.4,43,23.6,8.7,4.6,13.7,20,104.2
"4",4,"Miami Heat",71,242.5,37.2,83.9,0.444,12.9,38.1,0.339,24.3,45.8,0.53,17.4,22.4,0.774,9.5,32.3,41.8,23.1,7.3,4.3,15.2,20.6,104.8
"5",5,"Golden State Warriors",71,240.7,37.9,86.5,0.438,12.3,36.2,0.339,25.6,50.3,0.508,17.1,22.7,0.755,9.7,33,42.7,22.9,7.9,4,14.7,17.9,105.2
"6",6,"Phoenix Suns",72,240.7,39.1,88.6,0.442,11.6,34.2,0.338,27.6,54.4,0.507,16.6,21.9,0.759,10.5,33.7,44.2,22.5,7.6,3.9,14.7,18.9,106.5
"7",7,"Philadelphia 76ers",70,241.8,39.4,86.7,0.454,11.3,33,0.342,28.1,53.6,0.523,16.5,21.4,0.77,10.4,34.5,44.9,23.2,6.4,4.6,13.1,19.5,106.5
"8",8,"New York Knicks",71,241.4,38.4,86.4,0.445,12.8,37.2,0.345,25.6,49.2,0.52,17.1,22.5,0.761,9.5,34.5,43.9,24.1,7,4.8,12.5,20.4,106.8
"9",9,"Utah Jazz",71,240.4,40.3,89.7,0.449,11.9,34.8,0.343,28.4,54.9,0.517,14.6,19.4,0.755,9.9,31.8,41.7,23,7.8,4.2,12,20.1,107.2
"10",10,"Toronto Raptors",71,242.1,39,84.4,0.462,12.3,34.8,0.352,26.7,49.5,0.54,17,21.4,0.795,10.3,33.9,44.2,25.1,6.7,5.1,15.9,19.4,107.3
"11",11,"Los Angeles Clippers",73,241,40.5,90.5,0.448,11.7,34.2,0.343,28.8,56.3,0.512,15.1,19.3,0.781,12,35.4,47.4,24,7.7,4.2,13.7,18.5,107.9
"12",12,"Denver Nuggets",72,241.4,40.6,87.1,0.466,11.7,34.3,0.342,28.9,52.8,0.547,15.9,21.3,0.75,9.8,33,42.9,24.8,8,4.8,13,19.8,108.9
"13",13,"Memphis Grizzlies",72,241,40.1,88.6,0.452,12.2,34.7,0.352,27.8,53.9,0.516,17,22,0.77,10.1,33,43.1,25.2,7.2,6.2,15,19.7,109.3
"14",14,"New Orleans Pelicans",71,241.1,40,85.9,0.465,12.8,35.8,0.359,27.2,50.2,0.541,17.1,21.8,0.784,9.4,32.8,42.2,24.2,7.5,4.8,13.9,20.3,109.9
"15",15,"Oklahoma City Thunder",71,241.4,41.1,90.5,0.455,13.6,38.6,0.352,27.5,51.9,0.531,14.8,19.5,0.762,11.2,37.6,48.8,26,8.4,6,13.5,17.8,110.7
"16",16,"Chicago Bulls",70,240.4,41.1,87.7,0.469,11.6,31.8,0.365,29.5,55.9,0.528,17.3,21.7,0.796,9.4,33.8,43.2,24.8,7.2,5,13.2,17.9,111.2
"17",17,"Milwaukee Bucks",71,240.7,40.9,90.5,0.453,14.3,40.7,0.352,26.6,49.7,0.535,15.1,20.2,0.749,10.1,34.3,44.5,25.5,7.3,4.3,13.2,19.7,111.3
"18",18,"Washington Wizards",70,242.1,41.1,89,0.462,11.1,31.2,0.356,30,57.8,0.519,18.3,22.7,0.805,10.6,34,44.7,23.4,7.3,4.2,11.9,20.1,111.6
"19",19,"Brooklyn Nets",71,240.7,40.8,90.1,0.453,12.3,36,0.342,28.5,54.1,0.527,17.9,22.5,0.797,11.1,33.1,44.2,24.1,7.8,5,13.3,19.6,111.8
"20",20,"Minnesota Timberwolves",72,241.4,39.5,87.2,0.453,13,37.7,0.346,26.5,49.5,0.534,19.9,25.5,0.782,11.1,34.8,46,25.8,7.3,4.9,16.4,20.8,112
"21",21,"Atlanta Hawks",71,240.4,41.9,89,0.47,12.8,35.1,0.364,29.1,53.9,0.54,15.6,19.5,0.8,10.2,33.7,43.9,25.6,7.1,4.6,12.6,20.4,112.1
"22",22,"Orlando Magic",72,241,40.8,89.1,0.458,13.1,35.9,0.364,27.7,53.1,0.522,17.5,22.7,0.771,10.4,36.5,46.9,24.8,8.1,5.2,13.3,18.7,112.1
"23",23,"Detroit Pistons",71,241.4,40.8,86.1,0.473,11.9,32.5,0.367,28.8,53.6,0.538,19,24.7,0.77,10.4,35.9,46.3,25.2,7.3,5.1,14.7,19.9,112.4
"24",24,"Indiana Pacers",72,242.8,41.8,88.2,0.474,11.6,32,0.362,30.2,56.2,0.538,18.1,22.7,0.795,10.2,33,43.2,24.1,8,5,12.9,19.4,113.2
"25",25,"San Antonio Spurs",72,241.7,42.9,91.3,0.47,11.8,33,0.359,31.1,58.3,0.533,16,20.8,0.766,11.4,35.7,47.1,23.9,7.4,5,13.9,18.7,113.6
"26",26,"Los Angeles Lakers",71,243.9,42.1,90.6,0.464,12.6,35.9,0.351,29.5,54.7,0.539,17.3,23.4,0.741,11.3,35.9,47.2,25.8,8.4,4.2,14.5,20,114
"27",27,"Portland Trail Blazers",70,240.4,41,86.2,0.476,13.7,37,0.37,27.3,49.1,0.555,18.5,23.8,0.777,9.4,34.9,44.3,26.5,7.8,4.9,13.6,19.7,114.2
"28",28,"Charlotte Hornets",71,242.8,41.9,90.4,0.463,13.9,38.9,0.357,28,51.5,0.543,17,22.3,0.764,11.4,36.2,47.6,26.3,7.5,4.7,15.2,20,114.7
"29",29,"Sacramento Kings",73,241.4,43.4,90.3,0.481,12.7,34.5,0.368,30.8,55.9,0.55,16.3,21,0.775,10.3,35.2,45.5,25,8.1,4.9,13.4,19.9,115.9
"30",30,"Houston Rockets",71,241.1,43.6,90.1,0.484,13.1,36.8,0.357,30.4,53.2,0.572,18.2,23.4,0.778,11,34.7,45.7,25.7,9.6,5.8,14,22.3,118.5
"31",NA,"League Average",71,241.4,40.4,88.2,0.459,12.4,35.2,0.352,28.1,53,0.53,16.8,21.7,0.773,10.4,34.3,44.7,24.4,7.6,4.8,13.8,19.6,110
