"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","X..of.FGA.by.Distance","X..of.FGA.by.Distance.1","X..of.FGA.by.Distance.2","X..of.FGA.by.Distance.3","X..of.FGA.by.Distance.4","X..of.FGA.by.Distance.5","Var.14","FG..by.Distance","FG..by.Distance.1","FG..by.Distance.2","FG..by.Distance.3","FG..by.Distance.4","FG..by.Distance.5","Var.21","X..of.FG.Ast.d","X..of.FG.Ast.d.1","Var.24","Dunks","Dunks.1","Var.27","Layups","Layups.1","Var.30","Corner","Corner.1","Var.33","Heaves","Heaves.1"
"11","10","Golden State Warriors","53","12770",".467","15.5",NA,".537",".220",".193",".061",".062",".463",NA,".557",".698",".508",".377",".386",".364",NA,".614",".799",NA,".063","262",NA,".286","770",NA,".221",".356",NA,"14","1"
"12","11","Houston Rockets","51","12265",".451","14.1",NA,".551",".312",".173",".035",".031",".449",NA,".539",".685",".373",".310",".261",".344",NA,".493",".790",NA,".083","318",NA,".310","732",NA,".181",".338",NA,"14","0"
"13","12","Indiana Pacers","53","12870",".457","14.1",NA,".601",".256",".183",".095",".067",".399",NA,".540",".692",".444",".400",".418",".332",NA,".494",".864",NA,".038","157",NA,".302","853",NA,".248",".376",NA,"16","0"
"14","13","Los Angeles Clippers","54","13010",".451","15.0",NA,".605",".208",".177",".116",".103",".395",NA,".511",".675",".456",".433",".359",".359",NA,".489",".816",NA,".051","203",NA,".214","541",NA,".218",".389",NA,"11","0"
"15","14","Los Angeles Lakers","53","12920",".463","14.1",NA,".612",".283",".146",".087",".096",".388",NA,".536",".695",".393",".399",".409",".349",NA,".475",".837",NA,".064","264",NA,".301","810",NA,".215",".372",NA,"5","0"
"16","15","Memphis Grizzlies","54","13035",".456","13.0",NA,".650",".266",".231",".109",".044",".350",NA,".519",".671",".413",".436",".364",".339",NA,".499",".843",NA,".052","233",NA,".275","774",NA,".229",".366",NA,"7","0"
"17","16","Miami Heat","53","12845",".460","14.8",NA,".578",".225",".179",".109",".065",".422",NA,".522",".690",".411",".426",".405",".375",NA,".546",".866",NA,".047","193",NA,".242","627",NA,".302",".418",NA,"14","0"
"18","17","Milwaukee Bucks","53","12770",".455","15.3",NA,".559",".231",".157",".106",".066",".441",NA,".531",".705",".398",".446",".377",".359",NA,".447",".803",NA,".045","184",NA,".250","680",NA,".240",".378",NA,"6","0"
"19","18","Minnesota Timberwolves","52","12555",".446","14.6",NA,".547",".257",".180",".061",".048",".453",NA,".530",".664",".418",".399",".397",".345",NA,".509",".791",NA,".063","253",NA,".273","700",NA,".211",".355",NA,"14","0"
"20","19","New Orleans Pelicans","51","12290",".438","13.7",NA,".625",".275",".177",".091",".082",".375",NA,".504",".652",".393",".415",".343",".328",NA,".545",".882",NA,".054","214",NA,".303","711",NA,".239",".374",NA,"10","1"
"21","20","New York Knicks","52","12530",".437","14.7",NA,".572",".256",".151",".084",".079",".428",NA,".497",".653",".368",".381",".365",".357",NA,".455",".788",NA,".068","264",NA,".236","544",NA,".201",".373",NA,"6","0"
"22","21","Oklahoma City Thunder","50","12050",".417","14.4",NA,".577",".220",".234",".076",".047",".423",NA,".493",".627",".420",".410",".365",".314",NA,".448",".816",NA,".050","182",NA,".313","699",NA,".208",".360",NA,"4","0"
"23","22","Orlando Magic","53","12745",".433","14.3",NA,".590",".229",".227",".069",".065",".410",NA,".507",".650",".434",".444",".322",".328",NA,".499",".849",NA,".060","245",NA,".269","646",NA,".204",".369",NA,"9","0"
"24","23","Philadelphia 76ers","51","12340",".464","14.0",NA,".636",".230",".201",".126",".079",".364",NA,".525",".699",".422",".421",".450",".356",NA,".485",".839",NA,".046","180",NA,".248","614",NA,".232",".391",NA,"7","0"
"25","24","Phoenix Suns","51","12265",".479","14.2",NA,".645",".191",".217",".146",".091",".355",NA,".542",".702",".492",".477",".433",".365",NA,".539",".840",NA,".053","224",NA,".217","572",NA,".261",".393",NA,"8","0"
"26","25","Portland Trail Blazers","52","12505",".449","15.0",NA,".561",".246",".165",".071",".078",".439",NA,".519",".618",".452",".427",".435",".359",NA,".479",".778",NA,".041","161",NA,".266","637",NA,".209",".396",NA,"4","0"
"27","26","Sacramento Kings","54","13035",".453","14.0",NA,".618",".225",".219",".108",".066",".382",NA,".521",".693",".419",".417",".443",".343",NA,".481",".790",NA,".062","253",NA,".253","660",NA,".214",".375",NA,"11","1"
"28","27","San Antonio Spurs","53","12795",".464","13.2",NA,".662",".233",".232",".128",".068",".338",NA,".521",".657",".455",".459",".396",".352",NA,".553",".912",NA,".036","158",NA,".287","772",NA,".229",".377",NA,"4","0"
"29","28","Toronto Raptors","50","12125",".438","14.6",NA,".616",".217",".195",".106",".097",".384",NA,".493",".646",".415",".397",".410",".350",NA,".444",".797",NA,".057","222",NA,".240","564",NA,".225",".406",NA,"11","2"
"30","29","Utah Jazz","52","12480",".472","15.0",NA,".533",".204",".236",".067",".026",".467",NA,".567",".731",".487",".423",".385",".362",NA,".445",".719",NA,".069","275",NA,".253","653",NA,".234",".392",NA,"7","1"
"31","30","Washington Wizards","51","12340",".465","13.6",NA,".640",".232",".240",".104",".063",".360",NA,".543",".723",".448",".443",".404",".326",NA,".522",".835",NA,".064","251",NA,".296","744",NA,".256",".389",NA,"5","0"
"32","","League Average","52","12545",".455","14.4",NA,".599",".240",".191",".096",".072",".401",NA,".526",".679",".430",".427",".404",".349",NA,".507",".819",NA,".056","225",NA,".265","670",NA,".232",".379",NA,"9.2","0.3"
